id,name_ko,bucket_id,bucket_ko,summary_ko,scene_ko,dialogue_1_ko,dialogue_2_ko,dialogue_3_ko,tags,tone,cash_delta,health_delta,mood_delta,fatigue_delta,image_needed
company_training_09,배운 점 업무 적용,training,교육/학습/온보딩,교육에서 들은 내용을 그냥 넘기기 아깝다. 오늘 업무 중 바로 적용할 수 있는 한 가지를 고른다.,"출근 후 사무실 자리에서 배운 점 업무 적용 상황을 마주하고, 오늘 업무 중 바로 적용할 수 있는 한 가지를 고른다 장면.","좋아, 오늘은 차분하게 가자. 교육에서 들은 내용을 그냥 넘기기 아깝다",배운 점 업무 적용 지금은 오늘 업무 중 바로 적용할 수 있는 한 가지를 고른다,배움이 체크박스가 아니라 작은 변화로 이어진다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_training_10,교육 자료 피드백,training,교육/학습/온보딩,교육 자료에 실제 업무와 다른 예시가 보인다. 헷갈릴 수 있는 부분을 피드백으로 정리한다.,"출근 후 사무실 자리에서 교육 자료 피드백 상황을 마주하고, 헷갈릴 수 있는 부분을 피드백으로 정리한다 장면.","좋아, 오늘은 차분하게 가자. 교육 자료에 실제 업무와 다른 예시가 보인다",교육 자료 피드백 지금은 헷갈릴 수 있는 부분을 피드백으로 정리한다,다음 사람이 덜 헷갈리길 바라며 제출한다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_monthly_01,월말 실적 보고,monthly,월간/분기 루틴,월말 실적을 정리할 시간이 돌아왔다. 목표 대비 차이와 이유를 함께 적는다.,"출근 후 사무실 자리에서 월말 실적 보고 상황을 마주하고, 목표 대비 차이와 이유를 함께 적는다 장면.",집중해서 한 번에 흐름을 잡자. 월말 실적을 정리할 시간이 돌아왔다,월말 실적 보고 지금은 목표 대비 차이와 이유를 함께 적는다,숫자만 있는 표가 설명을 갖기 시작한다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_monthly_02,분기 리뷰 자료,monthly,월간/분기 루틴,분기 리뷰에는 지난 석 달의 흐름이 필요하다. 성과와 반복된 문제를 나눠 슬라이드에 올린다.,"출근 후 사무실 자리에서 분기 리뷰 자료 상황을 마주하고, 성과와 반복된 문제를 나눠 슬라이드에 올린다 장면.",집중해서 한 번에 흐름을 잡자. 분기 리뷰에는 지난 석 달의 흐름이 필요하다,분기 리뷰 자료 지금은 성과와 반복된 문제를 나눠 슬라이드에 올린다,큰 흐름이 보이자 다음 질문도 예상된다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_monthly_03,KPI 코멘트 작성,monthly,월간/분기 루틴,지표는 변했지만 왜 변했는지 문장이 비어 있다. 주요 원인과 불확실한 부분을 구분해 적는다.,"출근 후 사무실 자리에서 KPI 코멘트 작성 상황을 마주하고, 주요 원인과 불확실한 부분을 구분해 적는다 장면.",집중해서 한 번에 흐름을 잡자. 지표는 변했지만 왜 변했는지 문장이 비어 있다,KPI 코멘트 작성 지금은 주요 원인과 불확실한 부분을 구분해 적는다,좋은 소식도 나쁜 소식도 설명을 갖춘다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_monthly_04,마감 자료 보관,monthly,월간/분기 루틴,확정된 자료를 나중에 찾을 수 있게 보관해야 한다. 폴더와 파일명을 마감 기준에 맞춰 정리한다.,"출근 후 사무실 자리에서 마감 자료 보관 상황을 마주하고, 폴더와 파일명을 마감 기준에 맞춰 정리한다 장면.",집중해서 한 번에 흐름을 잡자. 확정된 자료를 나중에 찾을 수 있게 보관해야 한다,마감 자료 보관 지금은 폴더와 파일명을 마감 기준에 맞춰 정리한다,한 달의 흔적이 정해진 자리에 들어간다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_monthly_05,감사 대비 체크,monthly,월간/분기 루틴,정기 감사에 필요한 자료 요청이 도착했다. 증빙과 승인 기록이 이어지는지 확인한다.,"출근 후 사무실 자리에서 감사 대비 체크 상황을 마주하고, 증빙과 승인 기록이 이어지는지 확인한다 장면.",집중해서 한 번에 흐름을 잡자. 정기 감사에 필요한 자료 요청이 도착했다,감사 대비 체크 지금은 증빙과 승인 기록이 이어지는지 확인한다,갑작스러운 질문에도 꺼낼 근거를 준비한다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_monthly_06,정기 회의 패킷,monthly,월간/분기 루틴,정기 회의 자료가 여러 문서로 흩어져 있다. 필수 표와 지난 결정 사항을 한 묶음으로 만든다.,"출근 후 사무실 자리에서 정기 회의 패킷 상황을 마주하고, 필수 표와 지난 결정 사항을 한 묶음으로 만든다 장면.",집중해서 한 번에 흐름을 잡자. 정기 회의 자료가 여러 문서로 흩어져 있다,정기 회의 패킷 지금은 필수 표와 지난 결정 사항을 한 묶음으로 만든다,참석자들이 같은 출발점에서 볼 수 있게 된다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_monthly_07,전월 대비 분석,monthly,월간/분기 루틴,이번 달 숫자가 지난달과 다르게 움직였다. 계절 요인과 일회성 변수를 분리해 본다.,"출근 후 사무실 자리에서 전월 대비 분석 상황을 마주하고, 계절 요인과 일회성 변수를 분리해 본다 장면.",집중해서 한 번에 흐름을 잡자. 이번 달 숫자가 지난달과 다르게 움직였다,전월 대비 분석 지금은 계절 요인과 일회성 변수를 분리해 본다,단순 증감 뒤의 이유가 조금 더 보인다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_monthly_08,예산 현황 스냅샷,monthly,월간/분기 루틴,"현재 예산 사용률을 빠르게 공유해야 한다. 사용액과 남은 금액, 위험 항목을 한 화면에 모은다.","출근 후 사무실 자리에서 예산 현황 스냅샷 상황을 마주하고, 사용액과 남은 금액, 위험 항목을 한 화면에 모은다 장면.",집중해서 한 번에 흐름을 잡자. 현재 예산 사용률을 빠르게 공유해야 한다,"예산 현황 스냅샷 지금은 사용액과 남은 금액, 위험 항목을 한 화면에 모은다",지금 결정해야 할 지출이 선명해진다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_monthly_09,로드맵 업데이트,monthly,월간/분기 루틴,"정기 업데이트에 맞춰 진행 현황을 다시 표시한다. 완료와 지연, 범위 변경을 구분해 적는다.","출근 후 사무실 자리에서 로드맵 업데이트 상황을 마주하고, 완료와 지연, 범위 변경을 구분해 적는다 장면.",집중해서 한 번에 흐름을 잡자. 정기 업데이트에 맞춰 진행 현황을 다시 표시한다,"로드맵 업데이트 지금은 완료와 지연, 범위 변경을 구분해 적는다",계획표가 실제 속도를 반영한다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_monthly_10,반복 리스크 점검,monthly,월간/분기 루틴,매달 비슷하게 터지는 문제가 또 보인다. 이번 달 징후와 이전 대응을 나란히 본다.,"출근 후 사무실 자리에서 반복 리스크 점검 상황을 마주하고, 이번 달 징후와 이전 대응을 나란히 본다 장면.",집중해서 한 번에 흐름을 잡자. 매달 비슷하게 터지는 문제가 또 보인다,반복 리스크 점검 지금은 이번 달 징후와 이전 대응을 나란히 본다,반복되는 위험에 먼저 이름을 붙인다,"[""work"", ""monthly"", ""routine""]",focused,0,"[-3, -1]","[-6, -1]","[18, 28]",False
company_quality_01,최종 오탈자 확인,quality,품질/검수,"제출 직전인데 작은 오탈자가 눈에 걸린다. 제목과 표, 버튼 문구를 천천히 훑는다.","출근 후 사무실 자리에서 최종 오탈자 확인 상황을 마주하고, 제목과 표, 버튼 문구를 천천히 훑는다 장면.",집중해서 한 번에 흐름을 잡자. 제출 직전인데 작은 오탈자가 눈에 걸린다,"최종 오탈자 확인 지금은 제목과 표, 버튼 문구를 천천히 훑는다",마지막 수정이 문서의 신뢰도를 지켜준다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_quality_02,숫자 합계 검증,quality,품질/검수,표의 합계가 자동 계산과 수기로 적은 값이 다르다. 수식 범위와 제외 행을 다시 확인한다.,"출근 후 사무실 자리에서 숫자 합계 검증 상황을 마주하고, 수식 범위와 제외 행을 다시 확인한다 장면.",집중해서 한 번에 흐름을 잡자. 표의 합계가 자동 계산과 수기로 적은 값이 다르다,숫자 합계 검증 지금은 수식 범위와 제외 행을 다시 확인한다,틀린 숫자를 잡고 나서야 마음이 놓인다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_quality_03,링크 클릭 테스트,quality,품질/검수,공유할 문서 안의 링크가 실제로 열리는지 봐야 한다. 중요 링크를 하나씩 눌러 권한과 대상을 확인한다.,"출근 후 사무실 자리에서 링크 클릭 테스트 상황을 마주하고, 중요 링크를 하나씩 눌러 권한과 대상을 확인한다 장면.",집중해서 한 번에 흐름을 잡자. 공유할 문서 안의 링크가 실제로 열리는지 봐야 한다,링크 클릭 테스트 지금은 중요 링크를 하나씩 눌러 권한과 대상을 확인한다,열리지 않는 링크를 보내는 일을 피한다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_quality_04,첨부파일 대조,quality,품질/검수,메일 본문과 첨부파일 이름이 서로 다르다. 최종본 파일과 참고용 파일을 다시 구분한다.,"출근 후 사무실 자리에서 첨부파일 대조 상황을 마주하고, 최종본 파일과 참고용 파일을 다시 구분한다 장면.",집중해서 한 번에 흐름을 잡자. 메일 본문과 첨부파일 이름이 서로 다르다,첨부파일 대조 지금은 최종본 파일과 참고용 파일을 다시 구분한다,잘못된 파일을 보내기 전 멈출 수 있었다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_quality_05,표기 규칙 맞추기,quality,품질/검수,한 문서 안에서 같은 말을 여러 방식으로 쓰고 있다. 용어와 날짜 표기를 기준에 맞춰 통일한다.,"출근 후 사무실 자리에서 표기 규칙 맞추기 상황을 마주하고, 용어와 날짜 표기를 기준에 맞춰 통일한다 장면.",집중해서 한 번에 흐름을 잡자. 한 문서 안에서 같은 말을 여러 방식으로 쓰고 있다,표기 규칙 맞추기 지금은 용어와 날짜 표기를 기준에 맞춰 통일한다,작은 통일감이 결과물을 더 단단하게 만든다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_quality_06,수용 조건 확인,quality,품질/검수,업무가 끝났다고 말하기 전에 조건을 봐야 한다. 요청자가 처음 적은 조건과 결과물을 대조한다.,"출근 후 사무실 자리에서 수용 조건 확인 상황을 마주하고, 요청자가 처음 적은 조건과 결과물을 대조한다 장면.",집중해서 한 번에 흐름을 잡자. 업무가 끝났다고 말하기 전에 조건을 봐야 한다,수용 조건 확인 지금은 요청자가 처음 적은 조건과 결과물을 대조한다,완료 표시를 하기 위한 근거가 생긴다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_quality_07,샘플 데이터 검수,quality,품질/검수,전체를 보기 전 샘플 몇 개가 제대로 처리됐는지 확인한다. 정상과 예외 샘플을 골라 결과를 비교한다.,"출근 후 사무실 자리에서 샘플 데이터 검수 상황을 마주하고, 정상과 예외 샘플을 골라 결과를 비교한다 장면.",집중해서 한 번에 흐름을 잡자. 전체를 보기 전 샘플 몇 개가 제대로 처리됐는지 확인한다,샘플 데이터 검수 지금은 정상과 예외 샘플을 골라 결과를 비교한다,작은 샘플이 큰 실수를 미리 알려준다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_quality_08,릴리즈 노트 점검,quality,품질/검수,변경 사항이 배포 노트에 빠지면 문의가 늘어날 수 있다. 사용자에게 보이는 변화와 내부 수정 사항을 나눈다.,"출근 후 사무실 자리에서 릴리즈 노트 점검 상황을 마주하고, 사용자에게 보이는 변화와 내부 수정 사항을 나눈다 장면.",집중해서 한 번에 흐름을 잡자. 변경 사항이 배포 노트에 빠지면 문의가 늘어날 수 있다,릴리즈 노트 점검 지금은 사용자에게 보이는 변화와 내부 수정 사항을 나눈다,읽는 사람이 필요한 만큼만 알 수 있게 된다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_quality_09,데이터 유효성 확인,quality,품질/검수,입력값에 말이 안 되는 날짜와 빈칸이 섞여 있다. 필수 값과 범위 조건을 걸어 이상 항목을 표시한다.,"출근 후 사무실 자리에서 데이터 유효성 확인 상황을 마주하고, 필수 값과 범위 조건을 걸어 이상 항목을 표시한다 장면.",집중해서 한 번에 흐름을 잡자. 입력값에 말이 안 되는 날짜와 빈칸이 섞여 있다,데이터 유효성 확인 지금은 필수 값과 범위 조건을 걸어 이상 항목을 표시한다,잘못된 데이터가 다음 단계로 넘어가지 않게 막는다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_quality_10,발송 전 최종 검토,quality,품질/검수,"메일 발송 버튼 앞에서 한 번 더 멈춘다. 수신자와 제목, 첨부, 본문 약속을 순서대로 확인한다.","출근 후 사무실 자리에서 발송 전 최종 검토 상황을 마주하고, 수신자와 제목, 첨부, 본문 약속을 순서대로 확인한다 장면.",집중해서 한 번에 흐름을 잡자. 메일 발송 버튼 앞에서 한 번 더 멈춘다,"발송 전 최종 검토 지금은 수신자와 제목, 첨부, 본문 약속을 순서대로 확인한다",보내고 후회할 가능성을 조금 낮춘다,"[""work"", ""quality"", ""detail""]",focused,0,"[-3, -1]","[-6, -1]","[12, 22]",False
company_communication_01,팀 공지 작성,communication,공지/내부 커뮤니케이션,팀 전체가 알아야 할 변경 사항이 생겼다. 핵심 변화와 적용 시점을 먼저 적는다.,"출근 후 사무실 자리에서 팀 공지 작성 상황을 마주하고, 핵심 변화와 적용 시점을 먼저 적는다 장면.",일단 지금 보이는 것부터 정리하자. 팀 전체가 알아야 할 변경 사항이 생겼다,팀 공지 작성 지금은 핵심 변화와 적용 시점을 먼저 적는다,길지 않아도 놓치면 안 되는 공지가 된다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_communication_02,일정 변경 안내,communication,공지/내부 커뮤니케이션,회의 시간이 바뀌었는데 모두가 알지는 못한다. 변경 이유와 새 시간을 한눈에 보이게 보낸다.,"출근 후 사무실 자리에서 일정 변경 안내 상황을 마주하고, 변경 이유와 새 시간을 한눈에 보이게 보낸다 장면.",일단 지금 보이는 것부터 정리하자. 회의 시간이 바뀌었는데 모두가 알지는 못한다,일정 변경 안내 지금은 변경 이유와 새 시간을 한눈에 보이게 보낸다,혼선을 줄이기 위해 캘린더도 함께 고친다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_communication_03,정책 리마인드,communication,공지/내부 커뮤니케이션,이미 공지한 규칙인데 다시 헷갈리는 사람이 많다. 왜 필요한지와 달라진 점만 짧게 다시 알린다.,"출근 후 사무실 자리에서 정책 리마인드 상황을 마주하고, 왜 필요한지와 달라진 점만 짧게 다시 알린다 장면.",일단 지금 보이는 것부터 정리하자. 이미 공지한 규칙인데 다시 헷갈리는 사람이 많다,정책 리마인드 지금은 왜 필요한지와 달라진 점만 짧게 다시 알린다,잔소리보다 기준에 가까운 문장으로 다듬는다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_communication_04,장애 안내 문구,communication,공지/내부 커뮤니케이션,"문제가 발생했지만 아직 모든 원인을 알지는 못한다. 현재 영향과 임시 조치, 다음 업데이트 시간을 적는다.","출근 후 사무실 자리에서 장애 안내 문구 상황을 마주하고, 현재 영향과 임시 조치, 다음 업데이트 시간을 적는다 장면.",일단 지금 보이는 것부터 정리하자. 문제가 발생했지만 아직 모든 원인을 알지는 못한다,"장애 안내 문구 지금은 현재 영향과 임시 조치, 다음 업데이트 시간을 적는다",불확실한 상황에서도 말할 수 있는 만큼 말한다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_communication_05,결정 사항 요약,communication,공지/내부 커뮤니케이션,"긴 논의 끝에 결정된 내용이 흩어져 있다. 결론과 책임자, 적용일을 세 줄로 묶는다.","출근 후 사무실 자리에서 결정 사항 요약 상황을 마주하고, 결론과 책임자, 적용일을 세 줄로 묶는다 장면.",일단 지금 보이는 것부터 정리하자. 긴 논의 끝에 결정된 내용이 흩어져 있다,"결정 사항 요약 지금은 결론과 책임자, 적용일을 세 줄로 묶는다",다시 물어볼 일을 줄이는 요약이 된다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_communication_06,감사 메시지,communication,공지/내부 커뮤니케이션,여러 사람이 급한 일을 도와 마무리했다. 구체적으로 어떤 도움이 컸는지 짧게 적는다.,"출근 후 사무실 자리에서 감사 메시지 상황을 마주하고, 구체적으로 어떤 도움이 컸는지 짧게 적는다 장면.",일단 지금 보이는 것부터 정리하자. 여러 사람이 급한 일을 도와 마무리했다,감사 메시지 지금은 구체적으로 어떤 도움이 컸는지 짧게 적는다,고마움도 업무의 다음 협업을 부드럽게 만든다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_communication_07,이해관계자 브리핑,communication,공지/내부 커뮤니케이션,관련자에게 현재 상황을 너무 깊지도 얕지도 않게 알려야 한다. 결정에 필요한 정보만 골라 간단히 정리한다.,"출근 후 사무실 자리에서 이해관계자 브리핑 상황을 마주하고, 결정에 필요한 정보만 골라 간단히 정리한다 장면.",일단 지금 보이는 것부터 정리하자. 관련자에게 현재 상황을 너무 깊지도 얕지도 않게 알려야 한다,이해관계자 브리핑 지금은 결정에 필요한 정보만 골라 간단히 정리한다,읽는 사람이 바로 판단할 수 있는 길이를 맞춘다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_communication_08,채널 사용 정리,communication,공지/내부 커뮤니케이션,중요한 이야기가 여러 채널에 흩어지고 있다. 공식 채널과 잡담 채널의 용도를 다시 안내한다.,"출근 후 사무실 자리에서 채널 사용 정리 상황을 마주하고, 공식 채널과 잡담 채널의 용도를 다시 안내한다 장면.",일단 지금 보이는 것부터 정리하자. 중요한 이야기가 여러 채널에 흩어지고 있다,채널 사용 정리 지금은 공식 채널과 잡담 채널의 용도를 다시 안내한다,정보가 흩어지는 속도를 조금 늦춘다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_communication_09,오해 정정,communication,공지/내부 커뮤니케이션,잘못 전달된 내용이 조용히 퍼지고 있다. 누가 틀렸는지보다 정확한 기준을 먼저 적는다.,"출근 후 사무실 자리에서 오해 정정 상황을 마주하고, 누가 틀렸는지보다 정확한 기준을 먼저 적는다 장면.",일단 지금 보이는 것부터 정리하자. 잘못 전달된 내용이 조용히 퍼지고 있다,오해 정정 지금은 누가 틀렸는지보다 정확한 기준을 먼저 적는다,분위기를 상하게 하지 않으며 방향을 바로잡는다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_communication_10,출시 안내 준비,communication,공지/내부 커뮤니케이션,새 기능이나 결과물을 알릴 시간이 왔다. 무엇이 바뀌고 누가 영향을 받는지 정리한다.,"출근 후 사무실 자리에서 출시 안내 준비 상황을 마주하고, 무엇이 바뀌고 누가 영향을 받는지 정리한다 장면.",일단 지금 보이는 것부터 정리하자. 새 기능이나 결과물을 알릴 시간이 왔다,출시 안내 준비 지금은 무엇이 바뀌고 누가 영향을 받는지 정리한다,작은 출시라도 제대로 알려야 쓰이기 시작한다,"[""work"", ""communication"", ""office""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_office_routine_01,회의실 예약 충돌,office_routine,사무실 생활 루틴,예약한 회의실에 다른 팀도 들어오려 한다. 예약 시간과 참석 인원을 확인해 대안을 찾는다.,"출근 후 사무실 자리에서 회의실 예약 충돌 상황을 마주하고, 예약 시간과 참석 인원을 확인해 대안을 찾는다 장면.","좋아, 오늘은 차분하게 가자. 예약한 회의실에 다른 팀도 들어오려 한다",회의실 예약 충돌 지금은 예약 시간과 참석 인원을 확인해 대안을 찾는다,회의 시작 전 작은 혼선을 정리한다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_office_routine_02,공용 장비 상태 확인,office_routine,사무실 생활 루틴,프린터와 스캐너가 필요한 날인데 상태가 불안하다. 소모품과 오류 표시를 미리 확인한다.,"출근 후 사무실 자리에서 공용 장비 상태 확인 상황을 마주하고, 소모품과 오류 표시를 미리 확인한다 장면.","좋아, 오늘은 차분하게 가자. 프린터와 스캐너가 필요한 날인데 상태가 불안하다",공용 장비 상태 확인 지금은 소모품과 오류 표시를 미리 확인한다,필요할 때 멈추지 않도록 먼저 손봐둔다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_office_routine_03,자리 이동 안내,office_routine,사무실 생활 루틴,좌석 변경으로 오늘부터 앉는 위치가 달라졌다. 필요한 장비와 전원 위치를 다시 맞춘다.,"출근 후 사무실 자리에서 자리 이동 안내 상황을 마주하고, 필요한 장비와 전원 위치를 다시 맞춘다 장면.","좋아, 오늘은 차분하게 가자. 좌석 변경으로 오늘부터 앉는 위치가 달라졌다",자리 이동 안내 지금은 필요한 장비와 전원 위치를 다시 맞춘다,낯선 자리도 일할 수 있는 공간으로 바뀐다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_office_routine_04,비품 요청 정리,office_routine,사무실 생활 루틴,사무용품이 부족하다는 말이 여기저기서 나온다. 정말 필요한 수량과 우선순위를 모아 요청한다.,"출근 후 사무실 자리에서 비품 요청 정리 상황을 마주하고, 정말 필요한 수량과 우선순위를 모아 요청한다 장면.","좋아, 오늘은 차분하게 가자. 사무용품이 부족하다는 말이 여기저기서 나온다",비품 요청 정리 지금은 정말 필요한 수량과 우선순위를 모아 요청한다,작은 불편들이 한 번에 정리된다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_office_routine_05,프린터 오류 대응,office_routine,사무실 생활 루틴,출력물이 필요한데 프린터가 오류를 띄운다. 대기열과 용지 걸림을 확인하고 재시도한다.,"출근 후 사무실 자리에서 프린터 오류 대응 상황을 마주하고, 대기열과 용지 걸림을 확인하고 재시도한다 장면.","좋아, 오늘은 차분하게 가자. 출력물이 필요한데 프린터가 오류를 띄운다",프린터 오류 대응 지금은 대기열과 용지 걸림을 확인하고 재시도한다,기계와 씨름한 끝에 필요한 서류가 나온다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_office_routine_06,조용한 구역 조정,office_routine,사무실 생활 루틴,집중 구역에서 통화 소리가 길게 이어진다. 불편함을 키우기 전에 부드럽게 기준을 다시 알린다.,"출근 후 사무실 자리에서 조용한 구역 조정 상황을 마주하고, 불편함을 키우기 전에 부드럽게 기준을 다시 알린다 장면.","좋아, 오늘은 차분하게 가자. 집중 구역에서 통화 소리가 길게 이어진다",조용한 구역 조정 지금은 불편함을 키우기 전에 부드럽게 기준을 다시 알린다,공간의 리듬이 조금 진정된다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_office_routine_07,택배/우편 수령,office_routine,사무실 생활 루틴,업무용 택배가 도착했지만 담당자가 자리에 없다. 수령 기록과 보관 위치를 남겨둔다.,"출근 후 사무실 자리에서 택배/우편 수령 상황을 마주하고, 수령 기록과 보관 위치를 남겨둔다 장면.","좋아, 오늘은 차분하게 가자. 업무용 택배가 도착했지만 담당자가 자리에 없다",택배/우편 수령 지금은 수령 기록과 보관 위치를 남겨둔다,작은 물건도 흐름을 잃지 않게 처리한다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_office_routine_08,방문자 준비,office_routine,사무실 생활 루틴,"외부 방문자가 곧 도착한다. 출입 절차와 회의실, 안내 자료를 미리 확인한다.","출근 후 사무실 자리에서 방문자 준비 상황을 마주하고, 출입 절차와 회의실, 안내 자료를 미리 확인한다 장면.","좋아, 오늘은 차분하게 가자. 외부 방문자가 곧 도착한다","방문자 준비 지금은 출입 절차와 회의실, 안내 자료를 미리 확인한다",첫인상이 업무의 일부라는 걸 다시 느낀다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_office_routine_09,책상 환경 조정,office_routine,사무실 생활 루틴,오래 앉아 있으니 모니터 높이와 의자가 거슬린다. 자세가 덜 무너지게 책상 주변을 조금 조정한다.,"출근 후 사무실 자리에서 책상 환경 조정 상황을 마주하고, 자세가 덜 무너지게 책상 주변을 조금 조정한다 장면.","좋아, 오늘은 차분하게 가자. 오래 앉아 있으니 모니터 높이와 의자가 거슬린다",책상 환경 조정 지금은 자세가 덜 무너지게 책상 주변을 조금 조정한다,몸이 덜 피곤해야 일도 오래 간다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_office_routine_10,공용 공간 정리,office_routine,사무실 생활 루틴,탕비실과 공용 테이블이 조금 어수선하다. 다음 사람이 바로 쓸 수 있게 눈에 띄는 것만 정리한다.,"출근 후 사무실 자리에서 공용 공간 정리 상황을 마주하고, 다음 사람이 바로 쓸 수 있게 눈에 띄는 것만 정리한다 장면.","좋아, 오늘은 차분하게 가자. 탕비실과 공용 테이블이 조금 어수선하다",공용 공간 정리 지금은 다음 사람이 바로 쓸 수 있게 눈에 띄는 것만 정리한다,사무실의 작은 질서가 다시 돌아온다,"[""work"", ""office"", ""routine""]",calm,0,"[-2, 0]","[-5, 1]","[12, 22]",False
company_focus_01,깊은 분석 시간,focus,집중 업무,복잡한 문제를 제대로 보려면 긴 집중 시간이 필요하다. 알림을 줄이고 가설과 확인 순서를 적는다.,"출근 후 사무실 자리에서 깊은 분석 시간 상황을 마주하고, 알림을 줄이고 가설과 확인 순서를 적는다 장면.",집중해서 한 번에 흐름을 잡자. 복잡한 문제를 제대로 보려면 긴 집중 시간이 필요하다,깊은 분석 시간 지금은 알림을 줄이고 가설과 확인 순서를 적는다,조금 느리지만 생각이 깊게 들어가기 시작한다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
company_focus_02,어려운 초안 시작,focus,집중 업무,중요한 초안의 첫 문장이 계속 막힌다. 완벽한 문장 대신 구조부터 적어 내려간다.,"출근 후 사무실 자리에서 어려운 초안 시작 상황을 마주하고, 완벽한 문장 대신 구조부터 적어 내려간다 장면.",집중해서 한 번에 흐름을 잡자. 중요한 초안의 첫 문장이 계속 막힌다,어려운 초안 시작 지금은 완벽한 문장 대신 구조부터 적어 내려간다,첫 문단이 생기자 문서가 더는 빈 화면이 아니다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
